+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                               ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                           ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder16|altpriority_encoder14|altpriority_encoder11 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder16|altpriority_encoder14                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder16|altpriority_encoder13|altpriority_encoder12 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder16|altpriority_encoder13|altpriority_encoder11 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder16|altpriority_encoder13                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder16                                             ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15|altpriority_encoder14|altpriority_encoder12 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15|altpriority_encoder14|altpriority_encoder11 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15|altpriority_encoder14                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15|altpriority_encoder13|altpriority_encoder12 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15|altpriority_encoder13|altpriority_encoder11 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15|altpriority_encoder13                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15                                             ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21                                                                   ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18                                                                                         ; 32    ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16|altpriority_encoder14|altpriority_encoder12 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16|altpriority_encoder14|altpriority_encoder11 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16|altpriority_encoder14                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16|altpriority_encoder13|altpriority_encoder12 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16|altpriority_encoder13|altpriority_encoder11 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16|altpriority_encoder13                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16                                             ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15|altpriority_encoder14|altpriority_encoder12 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15|altpriority_encoder14|altpriority_encoder11 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15|altpriority_encoder14                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15|altpriority_encoder13|altpriority_encoder12 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15|altpriority_encoder13|altpriority_encoder11 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15|altpriority_encoder13                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15                                             ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20                                                                   ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6|altpriority_encoder14|altpriority_encoder12  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6|altpriority_encoder14|altpriority_encoder11  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6|altpriority_encoder14                        ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6|altpriority_encoder13|altpriority_encoder12  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6|altpriority_encoder13|altpriority_encoder11  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6|altpriority_encoder13                        ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6                                              ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5|altpriority_encoder8|altpriority_encoder12   ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5|altpriority_encoder8|altpriority_encoder11   ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5|altpriority_encoder8                         ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5|altpriority_encoder7|altpriority_encoder9    ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5|altpriority_encoder7|altpriority_encoder10   ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5|altpriority_encoder7                         ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5                                              ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19                                                                   ; 16    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17                                                                                         ; 32    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|clz                                                                                                               ; 64    ; 32             ; 0            ; 32             ; 6      ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|mult23x56|auto_generated                                                                            ; 82    ; 0              ; 0            ; 0              ; 79     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|fp_lsft_rsft78|auto_generated                                                                       ; 89    ; 0              ; 0            ; 0              ; 78     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|csftin|auto_generated                                                                               ; 28    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|rangeexponent_sub5|auto_generated                                                                   ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|rangeexponent_sub1|auto_generated                                                                   ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|negrangeexponent_sub5|auto_generated                                                                ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|negrangeexponent_sub4|auto_generated                                                                ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|negcircle_add|auto_generated                                                                        ; 75    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|negbasedractiondel_sub|auto_generated                                                               ; 72    ; 0              ; 36           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|exponent_adjust_sub|auto_generated                                                                  ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|circle_add|auto_generated                                                                           ; 74    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder16|altpriority_encoder14|altpriority_encoder12        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder16|altpriority_encoder14|altpriority_encoder11        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder16|altpriority_encoder14                              ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder16|altpriority_encoder13|altpriority_encoder12        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder16|altpriority_encoder13|altpriority_encoder11        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder16|altpriority_encoder13                              ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder16                                                    ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder15|altpriority_encoder14|altpriority_encoder12        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder15|altpriority_encoder14|altpriority_encoder11        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder15|altpriority_encoder14                              ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder15|altpriority_encoder13|altpriority_encoder12        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder15|altpriority_encoder13|altpriority_encoder11        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder15|altpriority_encoder13                              ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4|altpriority_encoder15                                                    ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder4                                                                          ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder6|altpriority_encoder14|altpriority_encoder12         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder6|altpriority_encoder14|altpriority_encoder11         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder6|altpriority_encoder14                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder6|altpriority_encoder13|altpriority_encoder12         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder6|altpriority_encoder13|altpriority_encoder11         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder6|altpriority_encoder13                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder6                                                     ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder5|altpriority_encoder8|altpriority_encoder12          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder5|altpriority_encoder8|altpriority_encoder11          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder5|altpriority_encoder8                                ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder5|altpriority_encoder7|altpriority_encoder9           ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder5|altpriority_encoder7|altpriority_encoder10          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder5|altpriority_encoder7                                ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|tan_hw|b2v_inst|b2v_inst1|coshw_altfp_sincos_u6e_component|crr_fp_range1|clz23|altpriority_encoder3|altpriority_encoder5                                                     ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
